1.0	98.185	0.07	0.1	1.0	0.0	98.185
2.0	101.95	0.07	0.1	1.0	0.0	101.95
3.0	105.715	0.07	0.1	1.0	-3.073878853052277	7.53
1.0	111.46	0.12258	0.18422	0.91243	-3.0342841370266207	9.51
2.0	114.445	0.12353	0.18455	0.91174	-3.28190508397178	8.73
3.0	117.52	0.12449	0.18485	0.91113	-4.462899860988685	6.0600000000000005
1.0	121.1	0.15648	0.258	0.76782	-3.5879480380855027	6.655
2.0	123.43	0.15915	0.25881	0.76551	-4.167854093734542	5.91
3.0	125.895	0.1547	0.2459	0.76338	-4.989519566640916	4.795
1.0	129.115	0.16781	0.32309	0.60286	-4.134558527650235	5.6850000000000005
2.0	131.405	0.15652	0.29557	0.60055	-4.345273228141023	5.51
3.0	133.985	0.14895	0.27768	0.60863	-4.986535064594234	4.87
1.0	137.23	0.15366	0.37922	0.45421	-3.9092010032489055	5.825
2.0	139.725	0.13321	0.31547	0.46909	-4.107797944689631	5.74
3.0	142.85	0.12607	0.29559	0.48716	-4.3416937101668305	5.62
1.0	146.355	0.12752	0.42608	0.34458	-3.2225604607504335	6.63
2.0	149.265	0.10721	0.32634	0.38288	-3.7128336267106086	6.415
3.0	153.37	0.10264	0.30506	0.40874	-3.426097902656393	7.015000000000001
1.0	157.575	0.10511	0.46255	0.2829	-2.488940690893219	8.31
2.0	160.99	0.0888	0.32998	0.34002	-3.389734039435556	7.62
3.0	166.485	0.08749	0.30737	0.37205	-2.917467281568033	8.91
1.0	171.605	0.09622	0.4881	0.26304	-2.090509960717007	10.615
2.0	175.245	0.08088	0.32753	0.33041	-3.361092341751503	8.76
3.0	182.13	0.08156	0.30408	0.36519	-2.8009486972820112	10.525
1.0	187.94	0.09733	0.50484	0.26506	-1.8052078960998552	12.695
2.0	191.315	0.07916	0.32118	0.33766	-3.4849352772554854	9.185
3.0	198.985	0.07996	0.29804	0.36983	3.3556260963614566	11.045
1.0	199.44	0.09329	0.52897	0.22562	-3.1025527142004714	8.125
2.0	204.135	0.07795	0.31888	0.32195	-4.931132290736283	5.15
1.0	298.16	0.18237	0.39061	0.66699	-0.026951925754014956	94.025
2.0	299.215	0.1071	0.2191	0.69831	0.0917986986170462	100.23
3.0	301.165	0.10255	0.19973	0.7335	-4.989004218133389	3.005
1.0	310.22	0.15929	0.43098	0.47388	1.0911347378826939	11.005
2.0	311.155	0.10302	0.22322	0.59648	-1.696543549128073	9.99
3.0	314.185	0.0985	0.20377	0.63741	-4.995362297350304	3.9650000000000003
1.0	398.08	0.17067	0.34998	0.69664	0.07874689518126606	86.925
2.0	399.19	0.08844	0.16251	0.77748	-0.01571359217942161	85.005
3.0	401.795	0.08338	0.14984	0.79493	-4.98884695147874	3.715
1.0	411.19	0.15618	0.395	0.52005	1.097790413198554	12.0
2.0	412.145	0.08783	0.16729	0.69352	-2.187933314134784	10.35
3.0	416.485	0.08198	0.15389	0.7201	-4.868006592302369	5.295
1.0	498.07	0.16471	0.33024	0.71252	0.07879586463461423	85.925
2.0	499.225	0.07344	0.12746	0.82314	-0.04679161269525241	82.74
3.0	502.735	0.06964	0.11913	0.83508	-4.988827115390991	4.665
1.0	510.955	0.15575	0.37868	0.54041	0.8094750732415801	11.73
2.0	511.99	0.07635	0.13419	0.75199	-3.0154250461568712	9.255
3.0	519.435	0.06958	0.12352	0.77626	-3.733926080030522	8.48
1.0	598.065	0.16197	0.32047	0.72203	0.07514255255171857	86.075
2.0	599.245	0.06369	0.10652	0.85419	-0.08852966785270738	79.81
3.0	603.9	0.0608	0.10069	0.86266	-4.2351934392403905	5.835
1.0	612.975	0.15265	0.36771	0.56118	1.2211373914728256	13.73
2.0	613.925	0.06832	0.11662	0.79553	-3.1249241921173443	10.025
1.0	698.23	0.1604	0.31608	0.72495	0.08154337107103013	84.305
2.0	699.42	0.06048	0.09891	0.87358	0.1465771968855924	95.52
3.0	704.225	0.05452	0.08486	0.91779	-4.125708438543669	5.995
1.0	798.13	0.15541	0.27263	0.81433	0.03981040638151949	98.71000000000001
2.0	799.38	0.05873	0.09102	0.92168	-0.036298807681541374	95.155
3.0	804.93	0.05442	0.08258	0.94152	-3.5205059873337965	6.8
1.0	898.125	0.14806	0.24883	0.85001	0.03607957860391398	98.745
2.0	899.445	0.06101	0.09269	0.94036	-0.04064861570169811	94.515
3.0	904.49	0.05823	0.0876	0.94966	-3.8280495684465015	6.365
1.0	998.12	0.14313	0.23583	0.86701	0.03121627688246816	98.675
2.0	999.5	0.06558	0.09903	0.94602	-0.03729082539961024	95.01
3.0	1003.805	0.06378	0.09585	0.95054	-4.366643425580263	5.6850000000000005
1.0	1011.755	0.15666	0.29827	0.70554	0.2195463124454936	12.255
2.0	1012.94	0.08441	0.13115	0.87091	-3.295338543894337	9.135
3.0	1018.98	0.08142	0.12732	0.87922	-4.147473851564494	7.2250000000000005
1.0	1027.22	0.14551	0.34847	0.56744	1.1638185406140458	14.280000000000001
2.0	1028.24	0.09145	0.15798	0.79121	-3.329011626942997	9.26
3.0	1033.345	0.08579	0.14527	0.79841	-4.551872465786256	6.125
1.0	1041.375	0.1329	0.3922	0.45289	0.7795456739333251	13.135
2.0	1042.63	0.08763	0.16577	0.71095	-3.1035860634048937	9.285
3.0	1047.945	0.08149	0.15135	0.72556	-4.373225019965345	6.57
1.0	1057.635	0.11949	0.42542	0.38402	0.5615783084220372	15.005
2.0	1059.145	0.07967	0.16673	0.65503	-2.6745238358991767	11.200000000000001
3.0	1065.1	0.07481	0.15246	0.67632	-4.181804572775515	7.465
1.0	1097.095	0.13774	0.41432	0.47476	0.28184781604371134	37.95
2.0	1098.455	0.07349	0.15133	0.69344	-0.7849882688248725	33.355000000000004
3.0	1102.755	0.06945	0.14023	0.70712	-4.284930239554125	5.66
1.0	1108.43	0.1268	0.45235	0.35541	-0.7203885318523569	9.975
2.0	1110.31	0.07574	0.1551	0.63451	-3.754326805225259	7.555
1.0	1198.21	0.16925	0.35987	0.67185	0.022411209641917566	87.9
2.0	1199.345	0.0666	0.11753	0.80956	0.13276272380343257	96.59
3.0	1203.305	0.06216	0.10367	0.85657	-4.898868453680422	5.095
1.0	1212.685	0.15172	0.40128	0.50686	1.3856294734081729	13.34
2.0	1213.595	0.06883	0.12338	0.75234	-2.900656926864958	10.290000000000001
1.0	1298.225	0.1653	0.33547	0.7039	0.08056357408355681	84.63
2.0	1299.375	0.06074	0.10142	0.8556	0.14896645895512556	96.07000000000001
3.0	1304.13	0.05434	0.08481	0.91527	-4.196430360479976	5.905
1.0	1398.13	0.1594	0.28322	0.80401	0.04304724384332805	98.755
2.0	1399.34	0.05844	0.09125	0.91493	-0.03592940539702348	95.21000000000001
3.0	1404.965	0.0534	0.08109	0.94077	-3.4968301901150403	6.835
1.0	1498.125	0.15044	0.25461	0.84412	0.03878551073144478	98.785
2.0	1499.42	0.06026	0.09177	0.93804	-0.04109097783214371	94.455
3.0	1504.62	0.05684	0.08548	0.94997	-3.7330214631939187	6.495
1.0	1598.125	0.14447	0.23899	0.86359	0.03280975590007193	98.705
2.0	1599.49	0.06459	0.09759	0.94557	-0.03833084549631509	94.87
3.0	1603.935	0.06228	0.09352	0.95139	-4.262481660288147	5.8100000000000005
1.0	1612.4	0.15603	0.30027	0.7028	0.42840096388816734	12.91
2.0	1613.535	0.08254	0.12878	0.87252	-3.1951446505858656	9.6
3.0	1619.765	0.07922	0.12399	0.88256	-4.142329383414502	7.365
1.0	1629.365	0.14445	0.34827	0.57106	1.375076719160582	15.83
2.0	1630.33	0.08903	0.15441	0.79723	-3.033702002505825	10.565
